Date,Open,High,Low,Close,Volume,MA_7,MA_14,MA_30,RSI_14,MACD,Signal,Hist,BB_upper,BB_lower,Daily_Return,Close_lag1,Close_lag2,Close_lag5,Vol_MA_7,Target
2026-05-08,251.28312055801555,251.6629514802829,246.8311792895813,250.6594359688589,55814300,247.3804196483103,250.42169599848773,251.79367844029073,49.65348487934019,-0.7858845932899783,-0.685977444785613,-0.0999071485043653,255.91221470360634,242.4897287895466,0.2487441151994396,249.75367205561628,244.0680043381974,244.37535900369406,53607328.571428575,248.25287238451398
2026-05-11,251.79481706710322,254.282682853934,250.00871207959696,249.9770510722514,54064000,246.98497491284112,248.24262838667713,252.08850201227708,44.78760454848005,-0.6803509732266946,-0.6848521504738294,0.0045011772471348,255.35578223429812,243.9155165027516,-0.595536495551996,251.15183620428763,250.74813899384682,247.41826285419856,55058671.42857143,250.94126337827137
2026-05-12,249.0686108860047,253.52644139382218,250.9035150932622,250.5989110999865,39525700,248.65313106420777,248.85894924614777,252.07071446291286,47.84979993522703,-0.4897065741432698,-0.6458230352077176,0.1561164610644477,255.7545491068361,244.64326695254064,0.629057689537782,249.09538280049972,250.20587073360863,243.1129559218349,53355585.71428572,249.2589171343161
2026-05-13,250.92045205314864,250.76070245547783,248.38770330984323,251.05345291089256,50799100,248.85820071975263,249.82017771902846,251.8188116861617,50.668629188474,-0.3792952259595381,-0.5925174733580817,0.2132222473985435,255.2971239261934,244.347844179394,-0.2778191195320079,251.00649062625965,248.70811213552474,243.85651010402,54466785.71428572,249.68273633559892
2026-05-14,251.74523638603907,252.87193668853126,248.87735618029382,249.6896052988081,73188600,249.57870740291236,248.49280769824128,250.97306034422203,44.19464804842613,-0.2821057188757834,-0.530435122461622,0.2483294035858386,253.89252707013517,244.43221959138796,0.0398011905025752,250.99645713334934,249.76384180365986,251.115573624897,59371414.28571428,255.98381838486165
2026-05-15,251.55880804478355,259.82728787282593,248.33408965908978,255.0644716204456,91912800,251.699387365597,249.01536723584258,249.125912856186,57.131908051103565,0.1225302618024386,-0.3998420456088099,0.5223723074112485,255.62689821853314,243.26167080252242,2.034000608920694,250.88662486265576,249.87690976568524,251.82885733320524,66016857.14285714,258.86782708007587
2026-05-18,257.1330293751053,262.20890495469024,256.2817687065819,258.2626348655765,78788900,251.77667133634026,248.79164158692976,251.10953095897182,59.36026188604462,0.648912878730215,-0.1900910607410049,0.83900393947122,256.971245053058,243.30666766585938,1.2916230362977066,255.1019762134095,250.553008530593,249.0557032509151,63441914.28571428,264.1061003543842
2026-05-19,259.3614294889126,266.67803094392184,258.60043550539905,264.4518493546632,67941800,254.35556232727757,251.3552601682423,250.4035947830418,74.18560764135405,1.4213538823237002,0.132197927871936,1.289155954451764,260.97013520908865,242.16575908613413,2.223072103194701,259.19313886874573,255.89385445713447,251.35414943603962,65174414.28571428,266.61252447356145
2026-05-20,263.09375183869525,267.3055759388529,263.93395281234757,265.9678811456395,34955800,255.8316268883245,252.3333398622559,251.27210566968108,74.80129086869113,2.0986229881984286,0.5254829399372345,1.573140048261194,261.93085920244266,239.16471351124113,0.5224985841371987,263.5361290670857,257.99524020210015,250.04419291026056,62444671.42857143,260.8492951241156
2026-05-21,265.45731669083824,269.3487257419876,259.75682987550266,261.9639012291359,50229000,257.9777675849423,253.72063110178277,250.94006164830617,72.6662815510428,2.3190237765560937,0.8841911072610065,1.4348326692950872,264.3079083127024,239.11567595318425,-1.6857820101882526,265.4457298311947,265.21150004433423,250.75772280388782,63973714.28571428,261.9085141136296
2026-05-22,261.413199541003,263.6826210025044,259.78201435713515,260.7043101555578,42848900,259.69546556726664,254.67771073769813,252.01683962079926,70.7930130630261,2.4700451416089493,1.2013619141305951,1.2686832274783542,265.4281821458614,239.00898226941015,0.028569262418765,261.4204353665921,265.2990711994278,254.65395316706363,62837971.42857143,262.6745282404656
2026-05-25,260.91050388739126,262.723320108663,258.90724545114887,262.73257880929026,48749400,261.68882298545975,255.6177735209782,252.43217974201252,79.55766500733152,2.650088242511657,1.4911071798068076,1.1589810627048496,267.1980871186434,239.0640464290106,0.5380768910944633,261.44321056101666,261.56089730721516,258.3738837441015,59346657.14285714,263.8813227529624
2026-05-26,262.16802550475114,265.2163879360239,261.39862388617587,263.4101669177383,44443600,262.47735694264867,257.263772112484,253.3147704329434,79.81175974146502,2.861950140361728,1.7652757719177918,1.096674368443936,268.4577545869084,239.2005219497758,0.6014951043801897,261.97576354773213,261.09760837858164,263.95607352361407,52565342.85714286,263.0946169689917
